Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,distance,City_Name,month,day_of_week,weekend,day,quarter,Food_preparation_time,pickup_cluster,dropoff_cluster,Time_taken(min)
20.0,4.6,1,1.0,0,0,2,1.0,0,2.0,2.1050105791201394,16,3,4,0,11,1,5.0,15,15,20
24.0,4.7,5,2.0,1,3,2,1.0,0,0.0,5.136376714200494,10,3,1,0,15,1,15.0,8,8,16
34.0,5.0,5,4.0,1,0,3,1.0,0,2.0,3.253670535255256,5,4,1,0,5,2,15.0,0,0,21
27.0,4.7,6,4.0,2,1,2,1.0,0,3.0,5.425663695804451,3,3,0,0,28,1,15.0,11,11,20
33.0,4.9,1,2.0,2,3,3,0.0,0,3.0,3.8466893225301617,7,2,1,0,15,1,10.0,17,17,16
22.0,4.5,5,2.0,0,1,2,1.0,0,2.0,3.2895846148216816,13,2,3,0,17,1,10.0,5,5,22
28.0,4.8,6,1.0,1,2,3,0.0,0,0.0,5.192607624523776,20,3,5,1,19,1,5.0,1,1,14
29.0,4.7,4,2.0,0,3,2,1.0,0,2.0,4.213498921290654,16,3,0,0,28,1,10.0,15,15,29
32.0,4.6,5,4.0,1,2,2,1.0,0,2.0,7.040104131058794,1,2,5,1,12,1,10.0,21,21,16
38.0,4.4,4,1.0,0,3,2,0.0,0,3.0,1.0270170074733573,10,3,5,1,5,1,5.0,8,8,27
25.0,4.5,3,2.0,2,1,1,1.0,0,2.0,6.557236585723639,6,3,0,0,21,1,5.0,5,5,22
39.0,4.5,4,2.0,2,0,3,0.0,0,3.0,8.701338238100114,17,4,5,1,2,2,15.0,18,18,39
30.0,4.9,0,4.0,1,0,2,0.0,0,3.0,6.283687929416544,2,2,4,0,11,1,15.0,7,7,28
37.0,4.2,5,4.0,0,2,2,1.0,0,3.0,8.30870654147064,20,3,6,1,27,1,15.0,1,1,33
29.0,4.7,6,2.0,2,0,1,0.0,0,3.0,7.5931328820802735,5,3,4,0,18,1,5.0,0,0,18
34.0,4.8,5,2.0,1,2,3,1.0,0,2.0,14.140212856729116,17,4,2,0,6,2,5.0,18,18,18
26.214285714285715,4.624193548387097,2,0.0,3,0,0,0.0,0,2.0,1.0521210527753968,16,3,5,1,19,1,10.0,15,15,10
34.0,4.6,0,4.0,2,3,1,2.0,0,3.0,14.103805564635385,5,3,2,0,16,1,5.0,0,0,44
30.0,4.1,3,1.0,0,3,2,1.0,0,3.0,5.464186676590547,6,3,0,0,28,1,5.0,5,5,20
33.0,4.5,3,4.0,1,0,2,1.0,0,3.0,7.157861165580715,19,3,4,0,18,1,5.0,2,2,36
23.0,5.0,1,2.0,0,2,2,1.0,0,3.0,9.46614059045152,16,3,1,0,8,1,15.0,15,15,39
38.0,4.5,3,2.0,1,2,2,1.0,0,3.0,13.293170417981731,19,3,6,1,6,1,15.0,2,2,26
34.0,5.0,5,4.0,0,0,2,0.0,0,3.0,13.29241891598274,19,3,5,1,12,1,10.0,2,2,26
37.0,4.4,0,3.0,1,2,2,1.0,0,3.0,0.9560419193657935,15,2,6,1,13,1,10.0,9,9,39
30.0,4.7,0,1.0,2,0,2,0.0,0,2.0,3.254905050000629,3,3,3,0,17,1,15.0,11,11,19
32.0,4.7,1,1.0,1,3,2,1.0,0,3.0,3.278593471698681,6,3,3,0,3,1,15.0,5,5,17
32.0,4.8,4,2.0,1,2,2,0.0,0,3.0,6.334543669784647,18,4,1,0,5,2,10.0,7,7,31
22.0,4.9,4,1.0,2,1,1,0.0,0,2.0,6.181732466683807,21,3,0,0,21,1,10.0,1,1,12
37.0,4.2,5,4.0,0,3,2,1.0,0,3.0,12.021210635071744,6,3,5,1,12,1,10.0,5,5,44
38.0,4.9,5,2.0,0,2,2,0.0,0,3.0,11.934317692134695,3,3,4,0,25,1,10.0,11,11,28
36.0,5.0,6,1.0,1,2,2,1.0,0,3.0,2.077176655980213,20,3,3,0,3,1,10.0,1,1,29
21.0,4.9,4,2.0,1,3,3,0.0,0,3.0,6.509595497173567,3,4,6,1,3,2,5.0,11,11,25
23.0,4.1,4,1.0,0,3,2,0.0,0,3.0,1.0556324489532403,18,3,3,0,3,1,5.0,7,7,20
23.0,4.7,6,1.0,1,2,2,0.0,0,2.0,6.034270864680531,1,2,1,0,15,1,10.0,21,21,11
22.0,4.7,4,1.0,1,1,2,1.0,0,3.0,1.0928727660562685,6,3,3,0,3,1,15.0,5,5,13
30.0,4.7,6,1.0,2,3,3,1.0,0,3.0,1.0927830697573377,6,3,4,0,11,1,15.0,5,5,27
30.0,4.6,4,2.0,0,1,2,0.0,0,3.0,3.1577052755758883,16,3,6,1,13,1,15.0,15,15,38
30.0,4.8,0,4.0,1,0,2,1.0,1,3.0,7.69239758923812,7,2,5,1,12,1,10.0,17,17,47
24.0,4.6,4,2.0,0,3,2,1.0,0,3.0,4.966895444061541,11,4,6,1,3,2,15.0,3,3,25
30.0,4.3,5,4.0,0,1,2,1.0,0,3.0,11.566545822966196,16,3,4,0,18,1,10.0,15,15,37
37.0,4.6,6,1.0,1,0,3,1.0,0,3.0,3.1655611861437793,18,3,5,1,5,1,5.0,7,7,26
33.0,4.4,1,3.0,1,2,2,1.0,0,3.0,4.339753131484669,3,3,6,1,13,1,15.0,11,11,36
30.0,5.0,3,2.0,2,1,2,1.0,0,3.0,8.446397665199399,18,3,5,1,12,1,10.0,7,7,24
35.0,4.9,1,1.0,2,1,1,1.0,0,3.0,9.273169403508332,21,3,3,0,10,1,15.0,1,1,26
28.0,4.7,5,2.0,1,0,2,0.0,0,2.0,3.0671144107054986,19,3,2,0,9,1,15.0,2,2,17
29.0,4.8,4,1.0,1,1,3,0.0,0,0.0,8.445894953719119,18,3,3,0,31,1,15.0,7,7,12
20.0,4.6,6,2.0,1,0,2,0.0,0,2.0,4.220748244362803,18,3,1,0,1,1,15.0,7,7,20
31.0,4.8,4,3.0,1,3,2,0.0,0,3.0,4.108945925722089,10,4,1,0,5,2,5.0,8,8,26
28.627906976744185,4.668333333333334,1,3.0,2,0,1,0.0,0,3.0,2.1245004195015245,9,3,0,0,28,1,10.0,6,6,37
21.0,4.0,4,2.0,0,2,2,0.0,0,2.0,8.679503807773093,3,3,2,0,23,1,5.0,11,11,38
31.0,4.7,5,1.0,2,2,3,0.0,0,3.0,7.595956238107657,3,3,1,0,8,1,10.0,11,11,23
31.0,4.4,3,4.0,2,2,1,1.0,0,3.0,9.761331510382128,5,4,0,0,4,2,15.0,0,0,40
24.0,4.7,1,1.0,0,1,2,1.0,0,3.0,13.811167867651793,9,3,6,1,27,1,10.0,6,13,22
39.0,4.4,3,1.0,0,2,2,1.0,0,3.0,2.0770430570295035,20,3,3,0,24,1,5.0,1,1,29
26.0,4.8,0,1.0,0,0,2,1.0,0,3.0,6.935401701181932,0,2,5,1,12,1,5.0,19,19,24
36.0,4.4,6,2.0,0,0,2,2.0,0,2.0,13.907306625277842,11,3,2,0,2,1,5.0,3,3,47
24.0,4.5,6,4.0,2,1,2,1.0,0,2.0,7.3894270970498095,18,3,5,1,12,1,5.0,7,7,20
33.0,4.5,5,4.0,2,1,3,0.0,0,0.0,14.101532782219811,5,3,0,0,14,1,5.0,0,0,19
39.0,4.7,3,2.0,2,1,3,1.0,0,3.0,5.959930681267977,11,3,0,0,21,1,5.0,3,3,28
30.0,4.652727272727273,1,3.0,2,2,3,1.0,0,3.0,4.3506046825971625,17,3,3,0,24,1,10.0,18,18,32
26.0,4.7,3,1.0,2,2,3,0.0,0,3.0,1.987792047829138,11,3,5,1,19,1,15.0,3,3,10
25.0,4.5,4,1.0,0,1,2,1.0,0,3.0,11.931146398403184,5,3,6,1,27,1,10.0,0,0,19
30.964285714285715,4.67906976744186,2,0.0,3,2,2,1.0,0,3.0,3.187230030728782,9,3,5,1,5,1,10.0,20,6,32
30.0,4.6,3,3.0,2,3,3,1.0,0,2.0,2.054039502525668,10,4,1,0,5,2,15.0,8,8,28
32.0,4.7,0,4.0,0,2,2,3.0,0,3.0,11.93192647892262,3,4,0,0,4,2,15.0,11,11,46
29.0,4.6,4,3.0,0,0,2,1.0,0,2.0,4.371349343093228,6,3,5,1,5,1,15.0,5,5,30
29.0,4.6,0,4.0,2,0,3,0.0,0,3.0,5.151801956661109,21,3,4,0,11,1,15.0,1,1,26
29.0,5.0,5,4.0,2,3,2,0.0,0,3.0,6.979649770235959,12,2,2,0,16,1,15.0,10,10,18
33.0,4.6,1,1.0,0,2,2,1.0,0,2.0,5.2647816426962715,16,3,5,1,5,1,5.0,15,15,21
20.0,4.6,4,3.0,0,2,2,1.0,0,3.0,4.121394409076679,21,3,3,0,17,1,5.0,1,1,23
36.0,4.0,0,2.0,0,1,2,1.0,0,3.0,6.317745054659327,16,3,5,1,5,1,5.0,15,15,34
20.0,5.0,3,4.0,0,3,2,1.0,0,3.0,5.311687369875661,9,3,3,0,3,1,5.0,6,6,30
32.0,4.4,4,2.0,0,2,2,1.0,0,3.0,4.089489280197615,19,3,2,0,30,1,5.0,2,2,34
37.0,5.0,3,1.0,0,0,2,1.0,0,3.0,8.307427267547293,20,4,0,0,4,2,15.0,1,1,24
29.305555555555557,4.703773584905661,6,4.0,0,1,2,0.0,0,3.0,5.424691411228865,3,3,5,1,19,1,10.0,11,11,41
20.0,5.0,1,1.0,2,2,3,0.0,0,2.0,1.986651572005977,11,3,3,0,3,1,5.0,3,3,11
30.0,4.2,3,1.0,0,0,2,1.0,0,3.0,3.27833775480602,6,3,2,0,30,1,15.0,5,5,28
31.0,4.9,0,4.0,2,1,2,1.0,0,3.0,4.972951974851687,11,3,3,0,3,1,15.0,3,3,31
29.0,4.8,1,1.0,2,2,3,1.0,0,2.0,2.0542740791231697,10,3,0,0,28,1,15.0,8,8,12
25.0,5.0,1,4.0,2,3,3,1.0,0,2.0,3.263135383148374,17,3,5,1,5,1,10.0,18,18,27
37.0,5.0,1,4.0,1,3,2,1.0,0,3.0,10.51748802873718,15,2,5,1,12,1,5.0,9,9,36
24.0,4.4,4,4.0,0,1,2,1.0,0,3.0,9.50344073363315,18,3,6,1,20,1,5.0,7,7,35
24.0,4.7,5,4.0,2,2,2,1.0,0,2.0,9.760237936977301,5,3,5,1,12,1,10.0,0,0,16
37.0,4.7,0,1.0,0,3,2,0.0,0,3.0,5.1930388216961445,20,3,5,1,26,1,15.0,1,1,26
31.0,4.5,3,2.0,1,3,3,1.0,0,3.0,8.74317732600762,6,3,0,0,14,1,15.0,5,5,32
35.0,4.7,3,1.0,1,3,3,1.0,0,2.0,6.508399801457059,5,3,3,0,24,1,5.0,0,0,29
27.0,4.7,1,1.0,1,3,2,1.0,0,3.0,2.192548363469305,13,2,4,0,11,1,10.0,5,5,12
25.0,4.6,1,4.0,1,1,3,1.0,0,2.0,7.5944914888981465,5,3,2,0,16,1,5.0,0,0,44
33.0,4.8,6,2.0,2,0,2,1.0,0,3.0,4.350603857472627,17,3,5,1,19,1,15.0,18,18,25
33.0,4.1,6,3.0,2,2,3,1.0,0,3.0,4.189163977067791,2,2,3,0,17,1,10.0,7,7,31
34.0,4.5,6,1.0,1,1,2,1.0,0,3.0,7.331036924376784,2,2,4,0,18,1,5.0,7,7,18
36.0,4.6,4,2.0,1,0,2,1.0,0,3.0,6.509800440352182,3,3,4,0,11,1,10.0,11,11,28
21.0,5.0,3,1.0,1,2,2,0.0,0,3.0,1.0302887510491376,21,4,4,0,1,2,15.0,1,1,11
34.0,4.9,3,3.0,1,0,3,0.0,0,3.0,2.170263873474013,3,3,2,0,30,1,5.0,11,11,30
37.0,4.7,0,4.0,1,0,3,2.0,0,3.0,9.78885864244118,17,3,2,0,16,1,15.0,18,18,49
32.0,5.0,6,1.0,2,2,1,0.0,0,2.0,11.581877439644224,16,3,3,0,10,1,10.0,15,15,19
34.0,4.9,0,2.0,1,1,2,1.0,1,3.0,12.021281080458081,6,3,3,0,10,1,10.0,5,5,44
29.0,4.7,4,4.0,2,0,3,1.0,0,3.0,6.510796430411748,3,3,3,0,24,1,10.0,11,11,25
28.0,5.0,0,4.0,2,0,2,1.0,0,3.0,8.7423414952373,6,3,3,0,31,1,10.0,5,5,32
33.0,4.9,5,3.0,1,2,2,1.0,0,3.0,4.108413504358991,10,3,6,1,13,1,10.0,8,8,20
25.0,4.8,6,1.0,1,0,2,1.0,0,3.0,1.0847300863701845,5,4,1,0,5,2,15.0,0,0,19
35.0,4.9,1,2.0,1,3,2,0.0,0,3.0,6.437908995838522,8,2,6,1,13,1,5.0,16,16,17
23.0,4.9,1,2.0,2,1,3,1.0,0,3.0,3.1152514622895846,20,4,4,0,1,2,10.0,1,1,18
32.0,4.9,3,4.0,1,0,2,1.0,0,2.0,6.510791607173063,3,3,2,0,9,1,15.0,11,11,26
25.0,5.0,5,2.0,0,0,2,1.0,0,3.0,9.473115734447797,16,3,1,0,8,1,15.0,15,15,27
39.0,4.8,6,2.0,2,0,2,0.0,0,3.0,5.423590310752758,5,3,2,0,30,1,5.0,0,0,34
33.0,4.7,4,4.0,1,3,3,2.0,0,3.0,5.135141881704401,10,3,6,1,13,1,15.0,8,8,33
20.0,4.8,0,2.0,1,3,3,0.0,0,2.0,4.08997024034657,19,4,6,1,3,2,10.0,2,2,10
24.0,4.9,3,1.0,1,0,2,0.0,0,3.0,1.987053310285204,11,3,6,1,13,1,15.0,3,3,17
29.0,4.6,4,1.0,1,0,3,0.0,0,3.0,13.36186497028127,10,3,2,0,23,1,10.0,8,8,15
20.0,4.8,1,2.0,1,2,2,0.0,0,2.0,5.425323036760051,3,3,3,0,3,1,10.0,11,11,15
30.0,4.5,6,4.0,2,0,2,0.0,0,3.0,9.202806108585326,19,4,2,0,6,2,15.0,2,2,30
33.0,4.7,0,2.0,2,3,3,1.0,0,2.0,7.362553824843781,16,3,6,1,27,1,15.0,15,15,33
24.0,4.5,3,4.0,1,1,2,1.0,0,3.0,13.809018633011846,9,3,4,0,25,1,15.0,13,13,28
29.0,4.6,1,1.0,0,2,2,1.0,0,3.0,13.809632284627991,9,3,3,0,10,1,5.0,6,13,21
28.0,4.7,6,1.0,2,2,1,1.0,0,3.0,7.364647408889944,16,3,0,0,14,1,5.0,15,15,15
37.0,4.2,5,4.0,2,1,3,0.0,0,3.0,13.722803964163209,18,3,6,1,27,1,10.0,7,7,34
34.0,4.7,1,2.0,2,0,2,1.0,0,3.0,14.104055513838368,5,4,0,0,4,2,15.0,0,0,30
36.0,4.6,4,4.0,1,1,2,1.0,0,3.0,9.789378181393973,17,3,3,0,31,1,15.0,18,18,25
22.0,4.7,5,4.0,1,3,3,1.0,0,2.0,5.31210980178073,9,3,1,0,15,1,15.0,6,6,12
20.0,4.8,5,4.0,2,2,2,1.0,0,3.0,13.959135104879623,12,2,0,0,14,1,15.0,10,10,23
28.0,4.6,1,4.0,2,1,1,1.0,0,3.0,5.424833704111001,3,3,5,1,26,1,15.0,11,11,29
39.0,4.4,6,3.0,0,1,2,1.0,0,3.0,1.9866711080755843,11,3,3,0,17,1,5.0,3,3,38
21.0,5.0,4,3.0,2,2,3,1.0,0,3.0,1.0625023290434172,9,3,3,0,24,1,5.0,6,6,14
39.0,4.2,4,1.0,0,3,2,1.0,0,3.0,3.068079225002406,19,3,3,0,24,1,5.0,2,2,25
38.0,5.0,4,1.0,1,2,3,1.0,0,3.0,5.426267034504207,3,4,1,0,5,2,10.0,11,11,26
30.0,4.9,0,2.0,0,3,2,0.0,0,3.0,4.1891538347394075,2,2,4,0,11,1,15.0,7,7,28
38.0,4.9,5,1.0,2,3,3,1.0,0,3.0,1.0303603958545393,21,4,6,1,3,2,5.0,1,1,16
20.0,4.7,0,1.0,2,0,2,1.0,0,3.0,12.020768204542831,6,3,6,1,6,1,5.0,5,5,21
27.0,4.1,6,1.0,0,3,2,1.0,0,3.0,1.986809974514688,11,3,2,0,9,1,15.0,3,3,17
25.0,4.9,0,3.0,1,2,3,1.0,0,3.0,4.2489288844301685,9,3,2,0,30,1,5.0,13,13,32
24.0,4.7,0,3.0,1,3,3,1.0,0,0.0,4.338227378370693,5,4,4,0,1,2,15.0,0,0,22
32.0,5.0,4,4.0,0,0,2,1.0,1,3.0,14.206313449863833,6,3,6,1,6,1,10.0,5,5,54
23.0,5.0,6,1.0,2,0,1,0.0,0,2.0,7.435910328348303,9,3,2,0,23,1,15.0,6,13,12
24.0,4.8,4,1.0,2,3,3,0.0,0,3.0,7.591296189011813,5,3,4,0,18,1,10.0,0,0,17
34.0,4.9,3,1.0,2,2,3,1.0,0,3.0,8.499180327882778,9,3,1,0,29,1,5.0,6,13,16
26.0,4.6,4,4.0,2,0,2,1.0,0,3.0,11.934258346524253,3,3,2,0,2,1,10.0,11,11,23
20.0,4.7,3,4.0,0,0,2,1.0,0,3.0,7.594837286759692,3,3,6,1,27,1,5.0,11,11,38
21.0,4.7,3,2.0,1,1,2,1.0,0,2.0,13.90103520083956,11,3,2,0,2,1,15.0,3,3,15
26.0,4.9,0,2.0,2,2,2,1.0,0,3.0,6.312902157740551,16,3,1,0,15,1,10.0,15,15,19
31.0,4.6,5,4.0,2,3,3,0.0,0,2.0,9.425665502714853,2,2,2,0,16,1,15.0,7,7,15
39.0,4.7,0,2.0,0,1,2,1.0,0,3.0,3.254905050000629,3,3,1,0,15,1,5.0,11,11,28
36.0,3.7,4,4.0,1,3,2,1.0,0,3.0,13.292941923537102,19,3,6,1,20,1,15.0,2,2,36
36.0,4.6,5,2.0,2,3,3,1.0,0,3.0,6.9621327217781355,11,3,5,1,12,1,5.0,3,3,21
33.0,4.6,6,2.0,1,2,2,1.0,0,2.0,4.966899688310752,11,3,5,1,5,1,5.0,3,3,27
37.0,4.5,0,2.0,2,3,1,1.0,0,3.0,5.135098735827335,10,3,3,0,17,1,15.0,8,8,16
36.0,5.0,0,2.0,1,0,3,1.0,0,0.0,8.742896416830646,6,3,4,0,18,1,15.0,5,5,34
30.0,4.5,5,1.0,2,0,3,1.0,0,3.0,9.868832958396222,13,2,0,0,14,1,15.0,5,5,20
37.0,4.7,1,1.0,1,0,3,1.0,0,3.0,1.062513652040121,9,3,6,1,13,1,10.0,6,6,19
27.0,5.0,1,1.0,1,0,3,1.0,0,3.0,3.2783800512283805,6,3,3,0,3,1,10.0,5,5,13
35.0,4.7,4,1.0,2,2,1,1.0,0,3.0,1.0622729098698211,9,4,6,1,3,2,5.0,6,6,25
34.0,4.9,4,1.0,1,1,2,0.0,0,3.0,3.2631260740496235,17,3,4,0,11,1,5.0,18,18,27
24.0,4.6,5,2.0,0,0,2,1.0,0,3.0,9.561514316343793,9,3,4,0,4,1,10.0,6,13,18
35.0,4.8,4,1.0,2,0,1,0.0,0,3.0,2.1030083653048997,16,3,1,0,15,1,10.0,15,15,25
28.0,4.5,3,1.0,1,1,2,0.0,0,3.0,13.810915029985402,9,3,3,0,10,1,10.0,6,13,11
28.0,4.8,3,1.0,2,2,1,0.0,0,3.0,8.412878730117482,16,3,1,0,8,1,15.0,15,15,10
22.0,4.5,6,4.0,0,0,2,0.0,0,3.0,7.649589299379206,6,3,2,0,2,1,15.0,5,5,25
24.0,4.8,4,2.0,1,3,2,0.0,0,3.0,5.192142075776947,20,3,1,0,1,1,10.0,1,1,28
32.0,4.8,0,2.0,0,0,2,2.0,0,3.0,9.502515407806715,18,4,0,0,4,2,5.0,7,7,44
35.0,4.9,6,4.0,0,3,2,1.0,0,3.0,13.720918424123289,18,3,6,1,6,1,10.0,7,7,43
27.0,4.9,0,1.0,2,2,2,0.0,0,2.0,1.0556911819339427,18,3,5,1,5,1,5.0,7,7,10
36.0,4.7,3,4.0,1,3,2,1.0,0,3.0,5.112645636074839,19,3,2,0,30,1,15.0,2,2,27
33.0,4.7,3,1.0,0,2,2,0.0,0,3.0,9.561037204726572,9,3,6,1,20,1,10.0,6,13,28
37.0,4.9,0,4.0,0,3,2,1.0,0,3.0,13.290828688198436,19,3,4,0,25,1,15.0,2,2,45
21.0,4.6,5,4.0,1,1,3,1.0,0,3.0,6.508501234998293,5,3,5,1,26,1,10.0,0,0,19
21.0,4.8,5,2.0,1,1,2,0.0,0,3.0,12.021281080458081,6,3,2,0,23,1,5.0,5,5,19
30.0,4.9,6,1.0,0,2,2,1.0,0,3.0,8.21671828313301,10,3,6,1,6,1,5.0,8,8,29
36.0,4.6,0,4.0,2,2,3,0.0,1,3.0,8.24281727319747,21,4,5,1,2,2,15.0,1,1,46
26.0,4.7,5,1.0,0,0,2,0.0,0,2.0,2.076856837538807,20,4,4,0,1,2,15.0,1,1,13
22.0,4.6,3,3.0,2,0,2,1.0,0,3.0,4.249091632206146,9,3,5,1,19,1,5.0,6,6,26
39.0,4.7,4,3.0,1,3,3,1.0,0,2.0,2.057144976332744,14,2,3,0,17,1,5.0,14,14,29
26.0,4.0,1,2.0,2,3,2,1.0,0,3.0,13.500715813436402,20,3,5,1,12,1,5.0,1,1,37
38.0,4.0,4,2.0,1,1,3,0.0,0,3.0,3.16012419392178,16,4,1,0,5,2,10.0,15,15,33
24.0,4.8,1,1.0,1,1,3,0.0,0,2.0,2.1113823630538473,18,3,0,0,7,1,5.0,7,7,18
29.285714285714285,4.696610169491525,5,3.0,0,1,2,1.0,0,3.0,4.154355675438552,20,3,2,0,30,1,10.0,1,1,44
24.0,4.4,1,4.0,2,0,3,1.0,0,3.0,13.810386934925551,9,3,2,0,2,1,15.0,6,13,31
34.0,4.7,1,2.0,0,2,2,2.0,0,3.0,8.30931762594075,20,3,0,0,14,1,10.0,1,1,44
33.0,4.3,5,4.0,2,0,2,1.0,0,2.0,7.364847321262543,16,3,3,0,10,1,5.0,15,15,31
31.0,4.5,4,4.0,2,3,3,1.0,0,3.0,7.594837286759692,3,4,0,0,4,2,15.0,11,11,28
25.0,4.9,5,1.0,0,3,2,1.0,0,3.0,11.609956271431503,18,4,2,0,6,2,15.0,7,7,23
34.0,4.9,1,1.0,2,1,1,1.0,0,3.0,3.255760224001295,3,4,6,1,3,2,10.0,11,11,18
28.0,4.6,3,4.0,0,3,2,1.0,0,3.0,13.394888932441162,21,3,2,0,2,1,10.0,1,1,25
27.0,4.1,3,1.0,0,1,2,0.0,0,3.0,5.464322448790871,6,3,3,0,17,1,10.0,5,5,16
29.0,4.2,4,1.0,0,1,2,1.0,0,3.0,3.115927388246353,20,3,2,0,30,1,15.0,1,1,15
22.0,4.9,3,3.0,0,1,2,1.0,0,0.0,1.0224925631473374,19,4,6,1,3,2,10.0,2,2,20
30.463414634146343,4.65593220338983,3,4.0,0,3,2,1.0,0,3.0,5.2565428334514595,16,3,2,0,30,1,10.0,15,15,41
29.0,4.3,1,2.0,1,2,2,1.0,0,3.0,13.500779501943446,20,4,2,0,6,2,10.0,1,1,32
34.0,4.9,1,1.0,0,2,2,1.0,0,3.0,2.046924277136108,4,2,3,0,17,1,5.0,12,12,24
27.0,4.5,3,4.0,0,3,2,0.0,0,3.0,9.502515407806715,18,3,4,0,25,1,15.0,7,7,29
33.0,4.5,6,1.0,1,0,3,1.0,0,3.0,1.0386640168321366,20,3,4,0,11,1,15.0,1,1,23
22.0,5.0,1,4.0,2,3,3,1.0,0,3.0,4.9556197709206975,0,2,3,0,17,1,10.0,19,19,24
37.0,5.0,1,1.0,0,3,2,1.0,0,2.0,13.49929636041832,20,3,0,0,14,1,10.0,1,1,38
20.0,4.6,4,4.0,0,2,2,0.0,0,3.0,10.967562668709894,12,2,0,0,14,1,15.0,10,10,26
28.0,4.8,4,3.0,0,0,2,1.0,0,3.0,1.912158697578685,15,2,1,0,15,1,5.0,9,9,35
28.0,4.8,6,1.0,2,3,1,1.0,0,3.0,1.0928620552872246,6,4,4,0,1,2,5.0,5,5,11
29.96875,4.64,1,2.0,0,2,2,1.0,0,3.0,9.273224343676228,21,3,4,0,4,1,10.0,20,1,48
30.489795918367346,4.63015873015873,3,3.0,2,3,3,1.0,0,3.0,1.986651572005977,11,4,6,1,3,2,15.0,3,3,32
34.0,4.7,6,4.0,2,3,2,1.0,0,3.0,5.425683035499701,3,3,3,0,3,1,15.0,11,11,28
20.0,4.5,4,4.0,0,1,2,1.0,0,3.0,3.186684286776653,9,3,2,0,30,1,5.0,6,6,26
34.0,4.1,0,4.0,1,0,3,1.0,0,3.0,5.135381613792744,10,3,5,1,19,1,5.0,8,8,38
23.0,4.7,3,2.0,1,3,3,1.0,0,3.0,11.24962357413538,19,4,5,1,2,2,10.0,2,2,22
32.0,4.8,5,4.0,0,0,2,0.0,0,3.0,6.134955336036469,19,3,2,0,9,1,5.0,2,2,20
31.0,4.1,0,4.0,2,2,3,0.0,0,3.0,11.612602822180493,18,3,0,0,14,1,15.0,7,7,49
39.0,4.6,4,4.0,1,1,2,1.0,0,2.0,13.724634153199759,18,3,6,1,6,1,15.0,7,7,29
21.0,4.4,0,3.0,2,1,3,0.0,0,3.0,0.9613349785952761,7,2,1,0,15,1,5.0,17,17,34
38.0,4.7,0,4.0,1,1,3,1.0,0,3.0,7.595452239844182,3,3,2,0,16,1,15.0,11,11,48
32.0,4.1,1,4.0,2,2,3,1.0,0,3.0,8.944793641830367,11,3,6,1,20,1,10.0,3,3,46
31.0,4.7,1,4.0,0,3,2,1.0,0,3.0,13.45819097527998,7,2,5,1,12,1,10.0,17,17,40
20.0,4.7,5,4.0,1,3,2,0.0,0,3.0,11.24403831197698,19,3,5,1,12,1,10.0,2,2,21
34.0,4.6,4,3.0,2,3,3,2.0,0,3.0,1.0876511715947823,17,3,0,0,21,1,15.0,18,18,34
21.0,4.6,4,4.0,1,3,2,1.0,0,3.0,3.1154934577313207,20,3,1,0,1,1,10.0,1,1,26
22.0,4.9,4,3.0,0,0,2,0.0,0,3.0,4.2237022475860355,18,3,3,0,24,1,10.0,7,7,37
27.0,4.8,5,4.0,2,1,3,0.0,0,3.0,6.508323569644584,3,3,3,0,17,1,15.0,11,11,15
29.0,4.5,1,4.0,0,0,2,1.0,0,3.0,13.812627847719346,9,3,6,1,20,1,15.0,6,13,41
36.0,4.7,3,2.0,1,3,3,1.0,0,3.0,10.899051857652363,0,2,2,0,16,1,10.0,19,19,21
28.0,4.1,1,4.0,2,2,3,0.0,0,3.0,9.790830944161266,17,3,4,0,4,1,15.0,18,18,32
25.0,5.0,1,3.0,2,0,1,1.0,0,3.0,1.0622502101154754,9,3,1,0,1,1,10.0,6,6,26
30.0,4.8,3,2.0,0,3,2,0.0,0,3.0,9.760026560469772,5,4,5,1,2,2,10.0,0,0,47
35.0,4.9,4,4.0,1,1,3,1.0,0,3.0,3.2891116973407866,13,2,6,1,13,1,10.0,5,5,32
25.0,4.8,3,1.0,2,3,3,1.0,0,3.0,6.230437487870059,20,4,6,1,3,2,15.0,1,1,15
27.0,4.6,1,4.0,0,0,2,1.0,1,3.0,13.39453145458965,21,3,4,0,4,1,15.0,1,1,49
22.0,4.6,5,4.0,1,2,3,1.0,0,3.0,7.370702550885201,16,4,5,1,2,2,10.0,15,15,21
20.0,4.9,6,4.0,1,2,2,0.0,0,3.0,13.394907815754244,21,3,1,0,8,1,15.0,1,1,21
23.0,4.7,4,1.0,2,0,2,0.0,0,3.0,9.244233220999558,10,3,1,0,8,1,15.0,8,8,16
29.0,4.9,0,4.0,0,1,2,1.0,0,3.0,14.14104155036825,17,3,0,0,14,1,15.0,18,18,35
39.0,4.7,0,1.0,0,3,2,1.0,0,3.0,1.0847333026923818,5,3,2,0,30,1,5.0,0,0,22
29.0,4.8,4,4.0,1,1,3,1.0,0,2.0,6.165076451914251,10,4,4,0,1,2,15.0,8,8,14
28.0,4.6,6,4.0,1,0,3,1.0,0,2.0,14.102690487751829,5,3,6,1,6,1,10.0,0,0,29
33.0,4.7,4,1.0,2,2,2,1.0,0,3.0,7.39156504531915,18,3,2,0,2,1,15.0,7,7,22
